id,country,city,age,income
4661,USA,New York,57,45270.93
4662,Brazil,Brasilia,53,28297.55
4663,USA,New York,43,48318.47
4664,Germany,Frankfurt,27,89549.93
4665,France,Lyon,51,34561.24
4666,Germany,Frankfurt,31,22177.33
4667,France,Marseille,25,71359.15
4668,Canada,Montreal,72,56729.8
4669,India,Delhi,44,54469.11
4670,France,Paris,27,44621.35
4671,USA,Chicago,74,53393.79
4672,Germany,Frankfurt,67,50776.51
4673,Canada,Vancouver,32,69661.5
4674,USA,New York,54,63754.28
4675,Canada,Montreal,39,59033.59
4676,India,Delhi,62,39759.22
4677,Germany,Berlin,67,53434.39
4678,Brazil,Sao Paulo,48,40768.79
4679,Germany,Frankfurt,19,68427.01
4680,India,Bangalore,62,39275.26
4681,Germany,Frankfurt,48,47982.34
4682,Brazil,Brasilia,79,33698.59
4683,France,Lyon,31,42527.97
4684,Canada,Vancouver,27,42358.55
4685,Brazil,Brasilia,47,47709.21
4686,USA,New York,53,36505.57
4687,India,Bangalore,64,68234.43
4688,France,Paris,57,47194.03
4689,USA,New York,32,41995.71
4690,USA,New York,31,61545.3
4691,India,Delhi,48,82435.98
4692,France,Paris,46,43936.46
4693,USA,New York,44,46322.69
4694,USA,Los Angeles,38,38925.6
4695,France,Paris,26,59930.43
4696,Germany,Berlin,37,64330.57
4697,USA,Chicago,52,49304.33
4698,Canada,Toronto,75,43424.49
4699,France,Paris,32,58009.4
4700,USA,New York,41,61095.05
4701,India,Mumbai,66,73310.64
4702,Brazil,Sao Paulo,74,41262.0
4703,Canada,Vancouver,33,62785.04
4704,Brazil,Sao Paulo,53,51586.73
4705,Brazil,Sao Paulo,28,23985.8
4706,USA,Los Angeles,74,72833.07
4707,Canada,Vancouver,25,54462.21
4708,Canada,Toronto,20,59102.06
4709,Germany,Berlin,36,64194.76
4710,Brazil,Sao Paulo,63,58940.84
4711,Canada,Montreal,58,35495.11
4712,Germany,Frankfurt,20,60120.18
4713,France,Paris,53,57449.46
4714,Germany,Munich,42,24952.39
4715,India,Mumbai,77,74990.56
4716,USA,Los Angeles,53,44340.13
4717,France,Lyon,28,64933.51
4718,France,Lyon,68,44960.0
4719,India,Mumbai,79,42001.83
4720,Germany,Berlin,33,48816.17
4721,USA,Los Angeles,72,81825.87
4722,Germany,Frankfurt,71,80194.15
4723,Canada,Montreal,34,41982.01
4724,Germany,Frankfurt,79,68710.13
4725,France,Lyon,59,50350.51
4726,USA,New York,41,80274.72
4727,Germany,Munich,34,67293.06
4728,USA,Chicago,65,54185.83
4729,USA,New York,37,51220.73
4730,Canada,Vancouver,39,59125.84
4731,Canada,Vancouver,23,57252.6
4732,France,Marseille,24,33460.46
4733,India,Delhi,31,53117.2
4734,USA,New York,28,40224.78
4735,India,Bangalore,29,42054.59
4736,France,Marseille,63,66718.28
4737,USA,New York,22,53056.23
4738,USA,Chicago,22,43182.2
4739,Brazil,Rio de Janeiro,37,31821.96
4740,India,Delhi,71,38359.31
4741,Germany,Frankfurt,72,49108.36
4742,Canada,Toronto,75,75287.89
4743,Germany,Munich,32,34263.86
4744,India,Mumbai,43,54421.46
4745,Canada,Vancouver,50,56106.79
4746,Germany,Munich,74,68339.59
4747,Brazil,Brasilia,47,51873.16
4748,Canada,Montreal,41,56119.66
4749,USA,New York,40,67731.48
4750,Germany,Frankfurt,26,38344.04
4751,Canada,Vancouver,20,61868.08
4752,Brazil,Rio de Janeiro,75,29090.46
4753,Canada,Toronto,53,50962.91
4754,Canada,Toronto,65,46439.77
4755,Brazil,Rio de Janeiro,24,39168.49
4756,Germany,Frankfurt,39,64585.9
4757,France,Marseille,31,65427.68
4758,Germany,Berlin,65,66035.41
4759,India,Mumbai,46,55696.11
4760,Brazil,Rio de Janeiro,67,31511.3
4761,Germany,Munich,33,45065.37
4762,Canada,Toronto,65,65088.21
4763,Brazil,Rio de Janeiro,51,64890.33
4764,USA,New York,27,67950.42
4765,Germany,Berlin,24,54711.37
4766,Brazil,Brasilia,42,47271.09
4767,Germany,Berlin,44,20517.88
4768,Brazil,Rio de Janeiro,32,62939.71
4769,Canada,Montreal,49,48512.82
4770,USA,Chicago,45,31193.33
4771,USA,Los Angeles,26,61440.92
4772,India,Delhi,24,71293.3
4773,Brazil,Rio de Janeiro,76,63009.05
4774,Germany,Berlin,73,60123.84
4775,USA,Chicago,33,64001.06
4776,USA,New York,43,9040.54
4777,France,Paris,52,75817.42
4778,France,Paris,34,38123.95
4779,USA,New York,40,39440.09
4780,Brazil,Brasilia,25,42933.46
4781,India,Bangalore,19,44648.53
4782,USA,New York,48,72506.12
4783,Canada,Vancouver,74,58157.5
4784,Germany,Frankfurt,69,39822.44
4785,India,Mumbai,75,42092.71
4786,Canada,Vancouver,76,87415.55
4787,India,Delhi,74,55295.53
4788,Canada,Toronto,49,43522.64
4789,Germany,Frankfurt,46,25672.01
4790,Germany,Munich,20,24864.59
4791,France,Marseille,25,33246.69
4792,Brazil,Brasilia,76,51437.57
4793,Canada,Vancouver,19,66641.21
4794,France,Paris,48,59241.12
4795,Canada,Vancouver,79,67610.92
4796,France,Lyon,68,58486.62
4797,Germany,Frankfurt,66,31612.33
4798,India,Mumbai,54,56372.84
4799,France,Marseille,37,57014.35
4800,Canada,Vancouver,46,48198.52
4801,Canada,Toronto,34,45410.37
4802,Brazil,Sao Paulo,27,47775.99
4803,Germany,Berlin,58,26803.74
4804,Canada,Toronto,39,30017.53
4805,USA,New York,23,88126.48
4806,India,Delhi,79,31227.93
4807,France,Lyon,60,23500.82
4808,Brazil,Rio de Janeiro,51,39195.0
4809,India,Bangalore,48,56886.93
4810,Germany,Berlin,79,58417.78
4811,Brazil,Sao Paulo,72,34640.71
4812,France,Lyon,29,51448.74
4813,France,Paris,29,41830.91
4814,USA,Chicago,33,52854.38
4815,Germany,Berlin,42,45601.12
4816,Brazil,Sao Paulo,39,39589.36
4817,Brazil,Brasilia,44,40263.03
4818,Canada,Vancouver,41,17013.04
4819,USA,Los Angeles,29,46677.0
4820,USA,New York,70,48853.47
4821,Brazil,Brasilia,35,28872.54
4822,Brazil,Rio de Janeiro,62,44949.42
4823,India,Delhi,64,46171.14
4824,India,Delhi,33,22197.85
4825,India,Mumbai,21,38427.0
4826,USA,Chicago,29,37954.77
4827,Canada,Toronto,66,52696.08
4828,France,Lyon,50,68678.36
4829,India,Bangalore,39,50708.21
4830,Canada,Toronto,35,67393.81
4831,Germany,Munich,71,46662.91
4832,India,Delhi,65,55568.63
4833,France,Paris,50,51001.96
4834,Germany,Munich,44,86171.58
4835,Germany,Munich,59,47714.73
4836,France,Marseille,36,61737.18
4837,India,Delhi,65,53040.86
4838,USA,New York,31,66884.21
4839,France,Marseille,42,59482.21
4840,France,Paris,51,55111.1
4841,France,Lyon,41,32875.26
4842,Germany,Frankfurt,55,34196.75
4843,Canada,Montreal,77,40757.99
4844,USA,Chicago,71,45612.29
4845,India,Bangalore,40,51667.19
4846,India,Mumbai,22,40794.03
4847,Canada,Vancouver,61,20341.97
4848,France,Lyon,76,65410.63
4849,USA,Chicago,53,56709.57
4850,India,Delhi,71,50903.76
4851,Brazil,Sao Paulo,41,68807.87
4852,India,Delhi,53,37945.08
4853,France,Paris,22,48036.5
4854,Brazil,Sao Paulo,56,52393.14
4855,Canada,Vancouver,23,43772.46
4856,USA,New York,62,38065.04
4857,Canada,Toronto,53,63121.55
4858,Canada,Toronto,62,54260.13
4859,USA,New York,21,59360.24
4860,USA,Chicago,27,37645.57
4861,India,Delhi,69,62449.68
4862,India,Bangalore,18,40650.93
4863,USA,New York,38,53708.29
4864,Brazil,Rio de Janeiro,57,79693.82
4865,Germany,Berlin,56,62781.17
4866,India,Delhi,54,55088.29
4867,Germany,Frankfurt,20,70257.44
4868,Brazil,Rio de Janeiro,64,41455.08
4869,USA,New York,48,57359.68
4870,Brazil,Rio de Janeiro,44,37522.23
4871,India,Delhi,34,44573.8
4872,Canada,Montreal,78,73860.74
4873,USA,New York,40,54104.97
4874,France,Lyon,30,71107.49
4875,Germany,Frankfurt,64,48460.88
4876,Brazil,Rio de Janeiro,44,68312.04
4877,USA,New York,68,50775.91
4878,Brazil,Rio de Janeiro,37,52006.76
4879,USA,Los Angeles,63,50362.87
4880,India,Delhi,70,55408.61
4881,India,Delhi,30,46116.96
4882,India,Mumbai,61,29163.61
4883,Brazil,Brasilia,41,49464.35
4884,France,Marseille,78,51986.11
4885,India,Delhi,72,74523.0
4886,USA,New York,58,16092.87
4887,India,Mumbai,76,74260.3
4888,Canada,Toronto,20,65723.99
4889,India,Mumbai,79,60284.24
4890,Brazil,Sao Paulo,60,52313.74
4891,France,Paris,27,34695.49
4892,Canada,Vancouver,18,79262.25
4893,Brazil,Brasilia,66,68519.63
4894,Brazil,Brasilia,77,53761.67
4895,Brazil,Rio de Janeiro,75,54284.98
4896,USA,Chicago,30,48367.77
4897,Brazil,Sao Paulo,31,58915.98
4898,USA,New York,50,49334.68
4899,Brazil,Brasilia,19,54618.52
4900,Germany,Berlin,19,56569.98
4901,Canada,Toronto,56,86454.55
4902,Germany,Frankfurt,58,36347.25
4903,Brazil,Rio de Janeiro,73,52399.62
4904,Canada,Montreal,48,68411.68
4905,Canada,Montreal,21,62400.15
4906,France,Marseille,51,60161.69
4907,Germany,Frankfurt,36,95169.81
4908,France,Lyon,75,66318.63
4909,Canada,Vancouver,54,40628.49
4910,USA,New York,26,38906.47
4911,Canada,Toronto,41,49425.0
4912,France,Marseille,30,43456.53
4913,Germany,Berlin,61,51190.11
4914,Brazil,Rio de Janeiro,47,55069.97
4915,Brazil,Sao Paulo,36,54100.75
4916,Germany,Berlin,58,13140.99
4917,Brazil,Sao Paulo,27,38665.78
4918,Brazil,Brasilia,68,60740.18
4919,France,Paris,59,74654.47
4920,Germany,Munich,61,43944.41
4921,India,Delhi,31,44017.34
4922,USA,Los Angeles,57,48662.76
4923,USA,Los Angeles,65,75869.82
4924,Brazil,Sao Paulo,66,50805.74
4925,USA,Chicago,37,16373.91
4926,Germany,Munich,21,76814.58
4927,Germany,Munich,55,60374.58
4928,Canada,Montreal,61,30604.44
4929,Canada,Montreal,77,42332.11
4930,USA,Los Angeles,67,38066.24
4931,India,Delhi,56,46865.81
4932,Canada,Montreal,22,72306.62
4933,Canada,Vancouver,59,21994.35
4934,Germany,Munich,49,44848.87
4935,India,Mumbai,23,51667.25
4936,Brazil,Brasilia,76,48958.83
4937,USA,New York,31,38049.54
4938,Canada,Toronto,23,67848.97
4939,India,Bangalore,79,47618.18
4940,India,Mumbai,31,45691.88
4941,USA,Los Angeles,29,55192.24
4942,India,Mumbai,79,45795.73
4943,India,Bangalore,44,41694.64
4944,India,Delhi,71,36117.21
4945,Canada,Vancouver,43,82850.92
4946,USA,Los Angeles,29,61898.71
4947,India,Delhi,25,44265.21
4948,India,Mumbai,27,69070.25
4949,Canada,Toronto,33,57852.19
4950,USA,Los Angeles,69,50577.7
4951,Germany,Frankfurt,43,34564.21
4952,Canada,Vancouver,25,37583.13
4953,USA,New York,58,64527.12
4954,India,Delhi,62,61283.62
4955,USA,New York,46,29405.43
4956,USA,Los Angeles,37,43885.15
4957,Brazil,Brasilia,34,60199.39
4958,USA,Los Angeles,36,66685.98
4959,Germany,Frankfurt,34,57716.41
4960,USA,Chicago,56,43155.08
4961,Germany,Munich,77,53540.05
4962,India,Bangalore,18,46838.36
4963,Germany,Frankfurt,76,55729.93
4964,India,Mumbai,69,72171.42
4965,India,Mumbai,46,38266.5
4966,Germany,Frankfurt,31,54214.88
4967,Canada,Vancouver,34,48549.0
4968,France,Marseille,30,46057.79
4969,USA,Los Angeles,46,47902.47
4970,Brazil,Sao Paulo,51,69703.88
4971,France,Lyon,44,58692.81
4972,USA,Chicago,63,42812.76
4973,USA,Chicago,50,59744.52
4974,India,Bangalore,46,41618.23
4975,USA,Chicago,54,23161.48
4976,Brazil,Brasilia,56,15430.6
4977,USA,Los Angeles,36,57511.73
4978,Germany,Frankfurt,63,45733.68
4979,France,Paris,41,64961.66
4980,Germany,Frankfurt,31,55806.84
4981,Brazil,Rio de Janeiro,64,53907.97
4982,USA,Chicago,54,43236.57
4983,Brazil,Brasilia,22,57824.66
4984,India,Delhi,78,73276.59
4985,Germany,Frankfurt,70,19711.0
4986,Germany,Munich,41,47753.12
4987,Canada,Montreal,51,70177.74
4988,USA,New York,67,32817.72
4989,India,Bangalore,48,52002.65
4990,Germany,Munich,47,39750.06
4991,Germany,Berlin,77,45985.76
4992,India,Delhi,73,23401.84
4993,Brazil,Brasilia,26,64770.98
4994,Brazil,Sao Paulo,44,52258.95
4995,USA,Los Angeles,45,28333.79
4996,Canada,Toronto,59,56279.32
4997,Germany,Berlin,43,53120.01
4998,Canada,Vancouver,35,39667.62
4999,Brazil,Sao Paulo,53,79522.99
5000,Brazil,Rio de Janeiro,25,57741.44
5001,France,Paris,35,69353.3
5002,USA,New York,37,47583.06
5003,France,Paris,75,25624.75
5004,France,Marseille,78,15145.98
5005,France,Marseille,49,34791.83
5006,USA,Los Angeles,46,70218.08
5007,USA,New York,66,42352.34
5008,India,Delhi,65,65617.97
5009,Canada,Montreal,35,32503.33
5010,Canada,Montreal,24,40061.25
5011,India,Bangalore,18,42222.64
5012,India,Bangalore,45,53377.36
5013,Brazil,Rio de Janeiro,50,29717.2
5014,France,Paris,67,38084.44
5015,India,Delhi,21,46502.74
5016,Germany,Berlin,72,29856.76
5017,Canada,Montreal,37,23606.11
5018,India,Mumbai,70,50428.43
5019,Germany,Frankfurt,69,30087.71
5020,Germany,Munich,53,68219.07
5021,Germany,Berlin,74,68631.5
5022,Brazil,Rio de Janeiro,48,41248.42
5023,Brazil,Brasilia,55,59030.28
5024,Germany,Munich,45,51035.53
5025,Brazil,Brasilia,20,66017.05
5026,France,Marseille,23,43125.99
5027,Germany,Frankfurt,62,57656.51
5028,France,Lyon,40,54676.8
5029,France,Lyon,24,53912.15
5030,Germany,Berlin,73,40761.44
5031,Canada,Toronto,78,67785.61
5032,Germany,Munich,53,43880.57
5033,Germany,Munich,18,43788.17
5034,Brazil,Rio de Janeiro,23,39197.6
5035,Germany,Munich,41,40103.37
5036,Canada,Montreal,54,46404.11
5037,Brazil,Brasilia,62,56746.24
5038,USA,Chicago,68,61750.3
5039,USA,Los Angeles,53,51929.59
5040,France,Marseille,41,71244.08
5041,France,Marseille,55,51765.07
5042,Canada,Toronto,62,23066.77
5043,India,Mumbai,46,32683.09
5044,USA,Chicago,54,60500.32
5045,France,Marseille,62,45119.64
5046,USA,Chicago,49,44093.89
5047,Canada,Vancouver,42,35533.02
5048,Canada,Toronto,27,43996.17
5049,India,Mumbai,52,44218.83
5050,India,Mumbai,72,57358.97
5051,Brazil,Brasilia,42,46330.5
5052,Canada,Vancouver,44,69147.52
5053,France,Paris,62,40175.75
5054,USA,New York,49,53066.48
5055,Germany,Munich,76,25163.45
5056,India,Bangalore,29,59884.79
5057,Germany,Frankfurt,21,28688.22
5058,France,Paris,59,58550.38
5059,India,Mumbai,43,22390.44
5060,Germany,Munich,20,34496.96
5061,France,Paris,34,62568.1
5062,USA,Los Angeles,26,73464.87
5063,France,Paris,46,9255.36
5064,Brazil,Sao Paulo,18,33652.56
5065,India,Mumbai,35,77443.1
5066,Canada,Montreal,58,52130.29
5067,USA,Los Angeles,70,34517.94
5068,Germany,Munich,37,72155.44
5069,India,Bangalore,74,58781.31
5070,Canada,Montreal,58,51650.28
5071,France,Marseille,51,21242.71
5072,Canada,Vancouver,68,81439.81
5073,India,Mumbai,45,53935.71
5074,India,Bangalore,65,45355.1
5075,Brazil,Brasilia,52,71926.13
5076,Brazil,Brasilia,33,36249.71
5077,Canada,Toronto,38,33596.67
5078,France,Paris,30,35401.72
5079,Canada,Montreal,52,44301.35
5080,India,Mumbai,59,50401.56
5081,India,Bangalore,71,59602.12
5082,Germany,Berlin,49,31234.37
5083,Brazil,Rio de Janeiro,67,54549.28
5084,Germany,Munich,55,40961.6
5085,USA,New York,23,48379.57
5086,India,Delhi,67,68137.16
5087,Germany,Munich,55,57392.86
5088,Canada,Vancouver,55,58641.6
5089,Brazil,Brasilia,71,40758.32
5090,Brazil,Sao Paulo,77,78882.05
5091,France,Paris,30,60081.21
5092,Canada,Toronto,63,43627.84
5093,France,Lyon,70,67116.37
5094,Germany,Frankfurt,56,58534.18
5095,USA,New York,30,31054.84
5096,Canada,Vancouver,64,53000.37
5097,Canada,Montreal,29,35477.46
5098,Canada,Montreal,70,19399.46
5099,France,Paris,76,43509.62
5100,Germany,Berlin,50,67010.57
5101,Canada,Vancouver,45,72115.37
5102,Canada,Toronto,74,42339.13
5103,Brazil,Rio de Janeiro,20,45718.82
5104,USA,Chicago,35,70942.03
5105,Brazil,Brasilia,43,60059.75
5106,Brazil,Brasilia,71,57342.09
5107,USA,Chicago,57,52092.15
5108,Germany,Berlin,19,60871.76
5109,Brazil,Sao Paulo,21,49552.22
5110,Germany,Munich,67,72942.71
5111,Brazil,Rio de Janeiro,45,48206.8
5112,India,Delhi,45,47968.93
5113,USA,Los Angeles,42,19167.08
5114,Brazil,Rio de Janeiro,43,65871.45
5115,India,Bangalore,62,35558.96
5116,France,Marseille,64,14449.49
5117,India,Bangalore,19,47316.8
5118,Canada,Vancouver,59,44925.96
5119,Brazil,Brasilia,51,56747.74
5120,India,Bangalore,47,59737.07
5121,Germany,Frankfurt,78,37583.86
5122,France,Marseille,38,90798.68
5123,Brazil,Sao Paulo,61,46979.96
5124,Canada,Vancouver,54,24677.01
5125,India,Delhi,61,73742.25
5126,France,Paris,40,60926.11
5127,Brazil,Brasilia,50,56132.93
5128,France,Marseille,77,43470.44
5129,Canada,Montreal,19,50687.35
5130,India,Delhi,44,17471.33
5131,France,Lyon,65,45934.23
5132,France,Lyon,76,86851.76
5133,USA,Los Angeles,39,35684.75
5134,France,Lyon,51,52651.59
5135,USA,New York,33,24726.59
5136,India,Delhi,37,42189.48
5137,Brazil,Brasilia,43,31022.12
5138,Brazil,Rio de Janeiro,33,56409.8
5139,India,Mumbai,23,53237.49
5140,India,Bangalore,62,30455.34
5141,Germany,Berlin,61,51324.28
5142,India,Bangalore,40,51856.44
5143,France,Lyon,59,52623.84
5144,Brazil,Sao Paulo,54,62808.95
5145,Canada,Montreal,25,73475.66
5146,Brazil,Rio de Janeiro,23,40792.32
5147,USA,Chicago,54,45404.67
5148,Brazil,Sao Paulo,69,47401.06
5149,Germany,Berlin,39,30468.41
5150,India,Mumbai,23,34883.09
5151,India,Mumbai,71,58448.63
5152,Brazil,Rio de Janeiro,49,78874.34
5153,Canada,Montreal,34,34405.42
5154,Canada,Vancouver,55,84398.09
5155,Germany,Berlin,34,41504.7
5156,USA,Chicago,54,68178.51
5157,Brazil,Sao Paulo,40,56440.56
5158,India,Delhi,66,52921.63
5159,Brazil,Rio de Janeiro,78,43594.88
5160,Germany,Munich,66,50237.67
5161,France,Marseille,78,39336.23
5162,France,Marseille,30,64185.12
5163,Germany,Berlin,49,66767.96
5164,India,Bangalore,39,40242.51
5165,Germany,Frankfurt,24,25392.97
5166,India,Delhi,39,45082.27
5167,Canada,Toronto,38,79826.85
5168,Germany,Munich,23,53479.34
5169,India,Mumbai,78,67301.84
5170,Germany,Berlin,31,36082.9
5171,Germany,Frankfurt,33,42706.92
5172,India,Delhi,20,45339.13
5173,India,Bangalore,26,32433.53
5174,USA,Chicago,64,52502.85
5175,Germany,Frankfurt,38,37723.68
5176,France,Paris,67,64234.13
5177,Germany,Munich,47,51338.14
5178,Germany,Munich,47,72213.25
5179,India,Bangalore,77,24839.11
5180,Germany,Berlin,59,42033.77
5181,Brazil,Rio de Janeiro,59,43888.76
5182,Germany,Munich,49,56948.21
5183,Brazil,Brasilia,40,43669.63
5184,France,Paris,20,75836.21
5185,India,Bangalore,18,47238.57
5186,Germany,Munich,20,36418.74
5187,Brazil,Sao Paulo,74,47585.98
5188,Brazil,Brasilia,54,45115.5
5189,Brazil,Rio de Janeiro,24,63923.72
5190,Canada,Montreal,20,43822.88
5191,USA,Chicago,53,27193.94
5192,France,Marseille,66,52662.8
5193,Germany,Berlin,20,40237.25
5194,Canada,Vancouver,72,32678.53
5195,Germany,Munich,21,50338.73
5196,Germany,Munich,48,48018.24
5197,India,Delhi,19,46694.96
5198,India,Mumbai,31,53906.34
5199,India,Bangalore,54,41316.7
5200,Canada,Vancouver,48,51739.07
5201,Germany,Berlin,70,41156.2
5202,USA,Chicago,19,62333.73
5203,France,Paris,48,49643.6
5204,India,Mumbai,64,76246.41
5205,India,Delhi,60,42576.74
5206,Germany,Munich,39,55357.36
5207,Germany,Frankfurt,27,66945.63
5208,Canada,Montreal,69,58043.31
5209,Canada,Vancouver,47,52106.62
5210,India,Mumbai,50,55040.85
5211,Germany,Munich,36,57612.95
5212,USA,Chicago,63,54468.01
5213,France,Paris,42,49779.49
5214,Germany,Berlin,75,61057.2
5215,Germany,Berlin,72,48728.75
5216,Brazil,Rio de Janeiro,78,35228.82
5217,Canada,Vancouver,71,80876.66
5218,France,Marseille,63,63161.86
5219,India,Mumbai,18,36327.18
5220,Germany,Berlin,49,46334.22
5221,India,Delhi,42,41454.33
5222,Germany,Frankfurt,78,42528.22
5223,India,Bangalore,58,63006.66
5224,France,Paris,34,45025.64
5225,Canada,Vancouver,31,78741.45
5226,France,Paris,62,23499.64
5227,Brazil,Rio de Janeiro,30,49554.79
5228,USA,Chicago,55,30027.61
5229,Canada,Toronto,56,54912.09
5230,France,Paris,19,56711.3
5231,Brazil,Sao Paulo,49,63485.38
5232,USA,Chicago,49,31594.96
5233,Brazil,Sao Paulo,75,56470.83
5234,Germany,Frankfurt,57,36897.98
5235,Germany,Munich,73,51436.96
5236,India,Bangalore,23,43370.93
5237,Canada,Vancouver,42,31031.85
5238,Germany,Frankfurt,20,60834.36
5239,Brazil,Brasilia,35,46121.44
5240,Canada,Toronto,67,62863.99
5241,Germany,Frankfurt,71,63935.22
5242,India,Mumbai,72,69669.94
5243,France,Lyon,55,42397.96
5244,India,Delhi,60,36066.32
5245,USA,New York,20,68009.98
5246,Germany,Munich,65,51542.29
5247,USA,Chicago,22,70232.94
5248,USA,New York,41,32258.18
5249,Brazil,Sao Paulo,71,60330.15
5250,Canada,Toronto,51,50646.58
5251,Brazil,Rio de Janeiro,64,49378.17
5252,Germany,Munich,65,45175.71
5253,USA,Chicago,56,33341.61
5254,France,Marseille,65,59956.93
5255,USA,New York,41,44119.12
5256,France,Marseille,53,53171.95
5257,Brazil,Rio de Janeiro,45,78986.27
5258,Brazil,Brasilia,65,41947.06
5259,Canada,Vancouver,66,45534.36
5260,USA,Chicago,51,47555.86
5261,India,Delhi,33,44085.56
5262,Brazil,Rio de Janeiro,53,44550.84
5263,Brazil,Brasilia,24,60465.62
5264,Canada,Montreal,35,69850.46
5265,France,Lyon,23,51948.19
5266,Canada,Toronto,67,61097.94
5267,USA,Chicago,45,47408.27
5268,Germany,Munich,56,47030.23
5269,Germany,Frankfurt,51,44001.9
5270,France,Marseille,68,38529.82
5271,Brazil,Brasilia,58,68545.81
5272,France,Marseille,46,42471.24
5273,Brazil,Brasilia,21,59165.7
5274,Brazil,Sao Paulo,31,37443.16
5275,Germany,Berlin,22,50688.15
5276,France,Paris,42,49987.92
5277,Canada,Vancouver,56,37563.79
5278,Brazil,Sao Paulo,25,44798.91
5279,India,Mumbai,32,33971.39
5280,India,Delhi,76,50251.49
5281,Canada,Toronto,36,23591.47
5282,India,Bangalore,76,49133.53
5283,USA,New York,28,59764.03
5284,Brazil,Sao Paulo,37,49805.59
5285,Canada,Toronto,72,39496.92
5286,France,Marseille,53,40260.52
5287,Brazil,Brasilia,35,68122.3
5288,Canada,Montreal,31,52373.0
5289,Germany,Frankfurt,75,62668.73
5290,France,Lyon,55,64140.37
5291,Germany,Frankfurt,42,43314.03
5292,Brazil,Brasilia,33,34975.83
5293,France,Marseille,35,59691.17
5294,India,Bangalore,18,37141.78
5295,Canada,Vancouver,57,41143.52
5296,Brazil,Sao Paulo,18,51554.59
5297,USA,New York,18,46232.25
5298,France,Marseille,68,15289.98
5299,France,Marseille,38,31480.99
5300,Brazil,Brasilia,78,65131.08
5301,Brazil,Sao Paulo,77,48780.87
5302,Germany,Berlin,42,60990.63
5303,India,Bangalore,44,37825.84
5304,Germany,Berlin,27,33322.94
5305,Germany,Munich,67,60830.86
5306,India,Bangalore,29,69447.05
5307,USA,Chicago,45,36909.56
5308,Germany,Munich,66,65266.52
5309,Germany,Munich,49,35353.87
5310,France,Paris,50,25445.63
5311,India,Delhi,25,58787.7
5312,Canada,Montreal,59,35675.85
5313,USA,New York,43,31846.92
5314,USA,Los Angeles,59,32172.16
5315,India,Mumbai,67,44782.51
5316,Brazil,Sao Paulo,78,24490.58
5317,Brazil,Sao Paulo,58,58912.93
5318,France,Paris,74,57223.0
5319,France,Lyon,19,57209.9
5320,India,Bangalore,52,68115.42
5321,France,Marseille,51,64562.29
5322,USA,Los Angeles,23,36385.32
5323,USA,Chicago,48,60111.97
5324,Canada,Toronto,40,66668.43
5325,Brazil,Sao Paulo,29,62212.55
5326,India,Mumbai,71,63336.12
5327,Germany,Munich,68,47741.17
5328,Brazil,Sao Paulo,45,40277.56
5329,Germany,Berlin,32,46481.55
5330,Canada,Vancouver,36,39522.19
5331,Canada,Toronto,29,65050.47
5332,France,Paris,67,52800.0
5333,Canada,Montreal,65,62355.93
5334,Canada,Vancouver,19,28268.34
5335,Germany,Berlin,28,43302.97
5336,France,Paris,61,34621.37
5337,Canada,Toronto,54,25614.24
5338,Brazil,Sao Paulo,76,54498.57
5339,Canada,Montreal,76,34032.31
5340,France,Marseille,73,44404.92
5341,India,Bangalore,55,35427.5
5342,France,Marseille,42,43887.95
5343,Germany,Munich,60,58832.59
5344,India,Mumbai,38,35649.41
5345,Brazil,Brasilia,59,43194.3
5346,USA,New York,53,57925.99
5347,France,Lyon,26,60224.46
5348,Germany,Berlin,29,44090.43
5349,Brazil,Sao Paulo,27,54429.51
5350,India,Bangalore,76,62261.03
5351,Brazil,Brasilia,63,34148.41
5352,France,Lyon,22,39294.6
5353,Canada,Toronto,50,44392.28
5354,France,Marseille,22,56702.41
5355,USA,Chicago,33,52802.92
5356,France,Marseille,54,50969.17
5357,India,Delhi,54,34579.66
5358,India,Mumbai,46,63063.45
5359,France,Marseille,35,42516.09
5360,India,Mumbai,46,46001.75
5361,Canada,Vancouver,23,52929.6
5362,Brazil,Sao Paulo,70,79594.87
5363,France,Marseille,35,40383.25
5364,Canada,Toronto,49,39634.74
5365,Brazil,Sao Paulo,77,44381.55
5366,Brazil,Rio de Janeiro,59,67414.28
5367,Canada,Vancouver,64,52238.71
5368,Germany,Berlin,48,55638.37
5369,France,Paris,79,62102.88
5370,Brazil,Sao Paulo,73,66912.07
5371,Brazil,Rio de Janeiro,71,39953.38
5372,India,Delhi,28,57841.9
5373,Brazil,Sao Paulo,43,67290.1
5374,Canada,Vancouver,45,53087.98
5375,Brazil,Brasilia,44,37716.26
5376,Germany,Munich,36,34778.85
5377,France,Lyon,74,56776.69
5378,France,Lyon,62,32705.63
5379,Brazil,Brasilia,44,37803.84
5380,USA,Chicago,76,42652.31
5381,USA,Chicago,79,54206.48
5382,Canada,Toronto,37,58752.81
5383,USA,New York,20,39349.74
5384,Canada,Montreal,33,30549.37
5385,India,Mumbai,56,62243.94
5386,Canada,Toronto,61,60134.28
5387,USA,New York,46,57040.85
5388,Brazil,Brasilia,32,55629.13
5389,India,Delhi,47,44040.79
5390,USA,Chicago,57,47335.85
5391,Canada,Montreal,72,51137.68
5392,Germany,Berlin,66,37356.22
5393,France,Paris,18,55751.8
5394,USA,Los Angeles,46,51788.19
5395,Canada,Vancouver,70,47969.22
5396,India,Delhi,47,63687.62
